# z[m]	| T [degC]
0.992755	|28.672999
0.992867	|28.674171
0.992979	|28.675343
0.993091	|28.676515
0.993203	|28.677687
0.993315	|28.678859
0.993427	|28.680032
0.993539	|28.681204
0.993651	|28.682376
0.993763	|28.683548
0.993875	|28.684720
0.993987	|28.685892
0.994099	|28.687064
0.994211	|28.688236
0.994323	|28.689408
0.994435	|28.690580
0.994547	|28.691752
0.994659	|28.692924
0.994771	|28.694096
0.994883	|28.695268
0.994995	|28.696440
0.995108	|28.697612
0.995220	|28.698784
0.995332	|28.699955
0.995444	|28.701127
0.995556	|28.702299
0.995668	|28.703471
0.995780	|28.704643
0.995892	|28.705815
0.996004	|28.706987
0.996116	|28.708159
0.996228	|28.709331
0.996340	|28.710503
0.996452	|28.711675
0.996564	|28.712846
0.996676	|28.714018
0.996788	|28.715190
0.996900	|28.716362
0.997012	|28.717534
0.997124	|28.718706
0.997236	|28.719877
0.997348	|28.721049
0.997460	|28.722221
0.997572	|28.723393
0.997684	|28.724565
0.997796	|28.725737
0.997908	|28.726908
0.998020	|28.728080
0.998132	|28.729252
0.998244	|28.730424
0.998356	|28.731595
0.998468	|28.732767
0.998580	|28.733939
0.998692	|28.735111
0.998804	|28.736282
0.998916	|28.737454
0.999028	|28.738626
0.999140	|28.739798
0.999252	|28.740969
0.999364	|28.742141
0.999476	|28.743313
0.999588	|28.744484
0.999700	|28.745656
0.999812	|28.746828
0.999924	|28.747999
1.000036	|28.749171
1.000148	|28.750343
1.000260	|28.751514
1.000372	|28.752686
1.000484	|28.753858
1.000596	|28.755029
1.000708	|28.756201
1.000820	|28.757372
1.000932	|28.758544
1.001044	|28.759716
1.001156	|28.760887
1.001268	|28.762059
1.001380	|28.763230
1.001492	|28.764402
1.001604	|28.765573
1.001716	|28.766745
1.001828	|28.767917
1.001940	|28.769088
1.002052	|28.770260
1.002164	|28.771431
1.002276	|28.772603
1.002388	|28.773774
1.002500	|28.774946
1.002612	|28.776117
1.002724	|28.777289
1.002836	|28.778460
1.002948	|28.779632
1.003060	|28.780803
1.003172	|28.781975
1.003284	|28.783146
1.003396	|28.784317
1.003508	|28.785489
1.003620	|28.786660
1.003732	|28.787832
1.003844	|28.789003
1.003956	|28.790175
1.004068	|28.791346
1.004180	|28.792517
1.004292	|28.793689
1.004404	|28.794860
1.004516	|28.796032
1.004628	|28.797203
1.004740	|28.798374
1.004852	|28.799546
1.004964	|28.800717
1.005077	|28.801888
1.005189	|28.803060
1.005301	|28.804231
1.005413	|28.805402
1.005525	|28.806574
1.005637	|28.807745
1.005749	|28.808916
1.005861	|28.810088
1.005973	|28.811259
1.006085	|28.812430
1.006197	|28.813601
1.006309	|28.814773
1.006421	|28.815944
1.006533	|28.817115
1.006645	|28.818286
1.006757	|28.819458
1.006869	|28.820629
1.006981	|28.821800
1.007093	|28.822971
1.007205	|28.824143
1.007317	|28.825314
1.007429	|28.826485
1.007541	|28.827656
1.007653	|28.828827
1.007765	|28.829999
1.007877	|28.831170
1.007989	|28.832341
1.008101	|28.833512
1.008213	|28.834683
1.008325	|28.835854
1.008437	|28.837026
1.008549	|28.838197
1.008661	|28.839368
1.008773	|28.840539
1.008885	|28.841710
1.008997	|28.842881
1.009109	|28.844052
1.009221	|28.845223
1.009333	|28.846394
1.009445	|28.847565
1.009557	|28.848737
1.009669	|28.849908
1.009781	|28.851079
1.009893	|28.852250
1.010005	|28.853421
1.010117	|28.854592
1.010229	|28.855763
1.010341	|28.856934
1.010453	|28.858105
1.010565	|28.859276
1.010677	|28.860447
1.010789	|28.861618
1.010901	|28.862789
1.011013	|28.863960
1.011125	|28.865131
1.011237	|28.866302
1.011349	|28.867473
1.011461	|28.868644
1.011573	|28.869815
1.011685	|28.870986
1.011797	|28.872157
1.011909	|28.873327
1.012021	|28.874498
1.012133	|28.875669
1.012245	|28.876840
1.012357	|28.878011
1.012469	|28.879182
1.012581	|28.880353
1.012693	|28.881524
1.012805	|28.882695
1.012917	|28.883866
1.013029	|28.885036
1.013141	|28.886207
1.013253	|28.887378
1.013365	|28.888549
1.013477	|28.889720
1.013589	|28.890891
1.013701	|28.892061
1.013813	|28.893232
1.013925	|28.894403
1.014037	|28.895574
1.014149	|28.896745
1.014261	|28.897915
1.014373	|28.899086
1.014485	|28.900257
1.014597	|28.901428
1.014709	|28.902598
1.014821	|28.903769
1.014933	|28.904940
1.015046	|28.906111
1.015158	|28.907281
1.015270	|28.908452
1.015382	|28.909623
1.015494	|28.910794
1.015606	|28.911964
1.015718	|28.913135
1.015830	|28.914306
1.015942	|28.915476
1.016054	|28.916647
1.016166	|28.917818
1.016278	|28.918988
1.016390	|28.920159
1.016502	|28.921330
1.016614	|28.922500
1.016726	|28.923671
1.016838	|28.924842
1.016950	|28.926012
1.017062	|28.927183
1.017174	|28.928353
1.017286	|28.929524
1.017398	|28.930695
1.017510	|28.931865
1.017622	|28.933036
1.017734	|28.934206
1.017846	|28.935377
1.017958	|28.936547
1.018070	|28.937718
1.018182	|28.938888
1.018294	|28.940059
1.018406	|28.941230
1.018518	|28.942400
1.018630	|28.943571
1.018742	|28.944741
1.018854	|28.945912
1.018966	|28.947082
1.019078	|28.948253
1.019190	|28.949423
1.019302	|28.950594
1.019414	|28.951764
1.019526	|28.952934
1.019638	|28.954105
1.019750	|28.955275
1.019862	|28.956446
1.019974	|28.957616
1.020086	|28.958787
1.020198	|28.959957
1.020310	|28.961128
1.020422	|28.962298
1.020534	|28.963468
1.020646	|28.964639
1.020758	|28.965809
1.020870	|28.966979
1.020982	|28.968150
1.021094	|28.969320
1.021206	|28.970491
1.021318	|28.971661
1.021430	|28.972831
1.021542	|28.974002
1.021654	|28.975172
1.021766	|28.976342
1.021878	|28.977513
1.021990	|28.978683
1.022102	|28.979853
1.022214	|28.981023
1.022326	|28.982194
1.022438	|28.983364
1.022550	|28.984534
1.022662	|28.985705
1.022774	|28.986875
1.022886	|28.988045
1.022998	|28.989215
1.023110	|28.990386
1.023222	|28.991556
1.023334	|28.992726
1.023446	|28.993896
1.023558	|28.995067
1.023670	|28.996237
1.023782	|28.997407
1.023894	|28.998577
1.024006	|28.999747
1.024118	|29.000917
1.024230	|29.002088
1.024342	|29.003258
1.024454	|29.004428
1.024566	|29.005598
1.024678	|29.006768
1.024790	|29.007938
1.024902	|29.009109
1.025015	|29.010279
1.025127	|29.011449
1.025239	|29.012619
1.025351	|29.013789
1.025463	|29.014959
1.025575	|29.016129
1.025687	|29.017299
1.025799	|29.018469
1.025911	|29.019639
1.026023	|29.020810
1.026135	|29.021980
1.026247	|29.023150
1.026359	|29.024320
1.026471	|29.025490
1.026583	|29.026660
1.026695	|29.027830
1.026807	|29.029000
1.026919	|29.030170
1.027031	|29.031340
1.027143	|29.032510
1.027255	|29.033680
1.027367	|29.034850
1.027479	|29.036020
1.027591	|29.037190
1.027703	|29.038360
1.027815	|29.039530
1.027927	|29.040700
1.028039	|29.041869
1.028151	|29.043039
1.028263	|29.044209
1.028375	|29.045379
1.028487	|29.046549
1.028599	|29.047719
1.028711	|29.048889
1.028823	|29.050059
1.028935	|29.051229
1.029047	|29.052399
1.029159	|29.053569
1.029271	|29.054738
1.029383	|29.055908
1.029495	|29.057078
1.029607	|29.058248
1.029719	|29.059418
1.029831	|29.060588
1.029943	|29.061757
1.030055	|29.062927
1.030167	|29.064097
1.030279	|29.065267
1.030391	|29.066437
1.030503	|29.067606
1.030615	|29.068776
1.030727	|29.069946
1.030839	|29.071116
1.030951	|29.072286
1.031063	|29.073455
1.031175	|29.074625
1.031287	|29.075795
1.031399	|29.076965
1.031511	|29.078134
1.031623	|29.079304
1.031735	|29.080474
1.031847	|29.081643
1.031959	|29.082813
1.032071	|29.083983
1.032183	|29.085152
1.032295	|29.086322
1.032407	|29.087492
1.032519	|29.088662
1.032631	|29.089831
1.032743	|29.091001
1.032855	|29.092170
1.032967	|29.093340
1.033079	|29.094510
1.033191	|29.095679
1.033303	|29.096849
1.033415	|29.098019
1.033527	|29.099188
1.033639	|29.100358
1.033751	|29.101527
1.033863	|29.102697
1.033975	|29.103867
1.034087	|29.105036
1.034199	|29.106206
1.034311	|29.107375
1.034423	|29.108545
1.034535	|29.109714
1.034647	|29.110884
1.034759	|29.112053
1.034871	|29.113223
1.034983	|29.114392
1.035096	|29.115562
1.035208	|29.116731
1.035320	|29.117901
1.035432	|29.119070
1.035544	|29.120240
1.035656	|29.121409
1.035768	|29.122579
1.035880	|29.123748
1.035992	|29.124918
1.036104	|29.126087
1.036216	|29.127257
1.036328	|29.128426
1.036440	|29.129596
1.036552	|29.130765
1.036664	|29.131934
1.036776	|29.133104
1.036888	|29.134273
1.037000	|29.135443
1.037112	|29.136612
1.037224	|29.137781
1.037336	|29.138951
1.037448	|29.140120
1.037560	|29.141289
1.037672	|29.142459
1.037784	|29.143628
1.037896	|29.144797
1.038008	|29.145967
1.038120	|29.147136
1.038232	|29.148305
1.038344	|29.149475
1.038456	|29.150644
1.038568	|29.151813
1.038680	|29.152983
1.038792	|29.154152
1.038904	|29.155321
1.039016	|29.156490
1.039128	|29.157660
1.039240	|29.158829
1.039352	|29.159998
1.039464	|29.161168
1.039576	|29.162337
1.039688	|29.163506
1.039800	|29.164675
1.039912	|29.165844
1.040024	|29.167014
1.040136	|29.168183
1.040248	|29.169352
1.040360	|29.170521
1.040472	|29.171690
1.040584	|29.172860
1.040696	|29.174029
1.040808	|29.175198
1.040920	|29.176367
1.041032	|29.177536
1.041144	|29.178705
1.041256	|29.179874
1.041368	|29.181044
1.041480	|29.182213
1.041592	|29.183382
1.041704	|29.184551
1.041816	|29.185720
1.041928	|29.186889
1.042040	|29.188058
1.042152	|29.189227
1.042264	|29.190396
1.042376	|29.191565
1.042488	|29.192734
1.042600	|29.193904
1.042712	|29.195073
1.042824	|29.196242
1.042936	|29.197411
1.043048	|29.198580
1.043160	|29.199749
1.043272	|29.200918
1.043384	|29.202087
1.043496	|29.203256
1.043608	|29.204425
1.043720	|29.205594
1.043832	|29.206763
1.043944	|29.207932
1.044056	|29.209101
1.044168	|29.210270
1.044280	|29.211438
1.044392	|29.212607
1.044504	|29.213776
1.044616	|29.214945
1.044728	|29.216114
1.044840	|29.217283
1.044952	|29.218452
1.045065	|29.219621
1.045177	|29.220790
1.045289	|29.221959
1.045401	|29.223128
1.045513	|29.224296
1.045625	|29.225465
1.045737	|29.226634
1.045849	|29.227803
1.045961	|29.228972
1.046073	|29.230141
1.046185	|29.231310
1.046297	|29.232478
1.046409	|29.233647
1.046521	|29.234816
1.046633	|29.235985
1.046745	|29.237154
1.046857	|29.238322
1.046969	|29.239491
1.047081	|29.240660
1.047193	|29.241829
1.047305	|29.242998
1.047417	|29.244166
1.047529	|29.245335
1.047641	|29.246504
1.047753	|29.247673
1.047865	|29.248841
1.047977	|29.250010
1.048089	|29.251179
1.048201	|29.252347
1.048313	|29.253516
1.048425	|29.254685
1.048537	|29.255854
1.048649	|29.257022
1.048761	|29.258191
1.048873	|29.259360
1.048985	|29.260528
1.049097	|29.261697
1.049209	|29.262866
1.049321	|29.264034
1.049433	|29.265203
1.049545	|29.266371
1.049657	|29.267540
1.049769	|29.268709
1.049881	|29.269877
1.049993	|29.271046
1.050105	|29.272214
1.050217	|29.273383
1.050329	|29.274552
1.050441	|29.275720
1.050553	|29.276889
1.050665	|29.278057
1.050777	|29.279226
1.050889	|29.280394
1.051001	|29.281563
1.051113	|29.282732
1.051225	|29.283900
1.051337	|29.285069
1.051449	|29.286237
1.051561	|29.287406
1.051673	|29.288574
1.051785	|29.289743
1.051897	|29.290911
1.052009	|29.292080
1.052121	|29.293248
1.052233	|29.294416
1.052345	|29.295585
1.052457	|29.296753
1.052569	|29.297922
1.052681	|29.299090
1.052793	|29.300259
1.052905	|29.301427
1.053017	|29.302596
1.053129	|29.303764
1.053241	|29.304932
1.053353	|29.306101
1.053465	|29.307269
1.053577	|29.308438
1.053689	|29.309606
1.053801	|29.310774
1.053913	|29.311943
1.054025	|29.313111
1.054137	|29.314279
1.054249	|29.315448
1.054361	|29.316616
1.054473	|29.317784
1.054585	|29.318953
1.054697	|29.320121
1.054809	|29.321289
1.054921	|29.322458
1.055034	|29.323626
1.055146	|29.324794
1.055258	|29.325962
1.055370	|29.327131
1.055482	|29.328299
1.055594	|29.329467
1.055706	|29.330635
1.055818	|29.331804
1.055930	|29.332972
1.056042	|29.334140
1.056154	|29.335308
1.056266	|29.336477
1.056378	|29.337645
1.056490	|29.338813
1.056602	|29.339981
1.056714	|29.341149
1.056826	|29.342318
1.056938	|29.343486
1.057050	|29.344654
1.057162	|29.345822
1.057274	|29.346990
1.057386	|29.348158
1.057498	|29.349327
1.057610	|29.350495
1.057722	|29.351663
1.057834	|29.352831
1.057946	|29.353999
1.058058	|29.355167
1.058170	|29.356335
1.058282	|29.357503
1.058394	|29.358672
1.058506	|29.359840
1.058618	|29.361008
1.058730	|29.362176
1.058842	|29.363344
1.058954	|29.364512
1.059066	|29.365680
1.059178	|29.366848
1.059290	|29.368016
1.059402	|29.369184
1.059514	|29.370352
1.059626	|29.371520
1.059738	|29.372688
1.059850	|29.373856
1.059962	|29.375024
1.060074	|29.376192
1.060186	|29.377360
1.060298	|29.378528
1.060410	|29.379696
1.060522	|29.380864
1.060634	|29.382032
1.060746	|29.383200
1.060858	|29.384368
1.060970	|29.385536
1.061082	|29.386704
1.061194	|29.387872
1.061306	|29.389039
1.061418	|29.390207
1.061530	|29.391375
1.061642	|29.392543
1.061754	|29.393711
1.061866	|29.394879
1.061978	|29.396047
1.062090	|29.397215
1.062202	|29.398383
1.062314	|29.399550
1.062426	|29.400718
1.062538	|29.401886
1.062650	|29.403054
1.062762	|29.404222
1.062874	|29.405390
1.062986	|29.406557
1.063098	|29.407725
1.063210	|29.408893
1.063322	|29.410061
1.063434	|29.411229
1.063546	|29.412396
1.063658	|29.413564
1.063770	|29.414732
1.063882	|29.415900
1.063994	|29.417067
1.064106	|29.418235
1.064218	|29.419403
1.064330	|29.420571
1.064442	|29.421738
1.064554	|29.422906
1.064666	|29.424074
1.064778	|29.425241
1.064890	|29.426409
1.065003	|29.427577
1.065115	|29.428744
1.065227	|29.429912
1.065339	|29.431080
1.065451	|29.432247
1.065563	|29.433415
1.065675	|29.434583
1.065787	|29.435750
1.065899	|29.436918
1.066011	|29.438086
1.066123	|29.439253
1.066235	|29.440421
1.066347	|29.441589
1.066459	|29.442756
1.066571	|29.443924
1.066683	|29.445091
1.066795	|29.446259
1.066907	|29.447426
1.067019	|29.448594
1.067131	|29.449762
1.067243	|29.450929
1.067355	|29.452097
1.067467	|29.453264
1.067579	|29.454432
1.067691	|29.455599
1.067803	|29.456767
1.067915	|29.457934
1.068027	|29.459102
1.068139	|29.460269
1.068251	|29.461437
1.068363	|29.462604
1.068475	|29.463772
1.068587	|29.464939
1.068699	|29.466107
1.068811	|29.467274
1.068923	|29.468442
1.069035	|29.469609
1.069147	|29.470776
1.069259	|29.471944
1.069371	|29.473111
1.069483	|29.474279
1.069595	|29.475446
1.069707	|29.476614
1.069819	|29.477781
1.069931	|29.478948
1.070043	|29.480116
1.070155	|29.481283
1.070267	|29.482450
1.070379	|29.483618
1.070491	|29.484785
1.070603	|29.485953
1.070715	|29.487120
1.070827	|29.488287
1.070939	|29.489455
1.071051	|29.490622
1.071163	|29.491789
1.071275	|29.492956
1.071387	|29.494124
1.071499	|29.495291
1.071611	|29.496458
1.071723	|29.497626
1.071835	|29.498793
1.071947	|29.499960
1.072059	|29.501127
1.072171	|29.502295
1.072283	|29.503462
1.072395	|29.504629
1.072507	|29.505796
1.072619	|29.506964
1.072731	|29.508131
1.072843	|29.509298
1.072955	|29.510465
1.073067	|29.511632
1.073179	|29.512800
1.073291	|29.513967
1.073403	|29.515134
1.073515	|29.516301
1.073627	|29.517468
1.073739	|29.518635
1.073851	|29.519803
1.073963	|29.520970
1.074075	|29.522137
1.074187	|29.523304
1.074299	|29.524471
1.074411	|29.525638
1.074523	|29.526805
1.074635	|29.527973
1.074747	|29.529140
1.074859	|29.530307
1.074971	|29.531474
1.075084	|29.532641
1.075196	|29.533808
1.075308	|29.534975
1.075420	|29.536142
1.075532	|29.537309
1.075644	|29.538476
1.075756	|29.539643
1.075868	|29.540810
1.075980	|29.541977
1.076092	|29.543144
1.076204	|29.544311
1.076316	|29.545478
1.076428	|29.546645
1.076540	|29.547812
1.076652	|29.548979
1.076764	|29.550146
1.076876	|29.551313
1.076988	|29.552480
1.077100	|29.553647
1.077212	|29.554814
1.077324	|29.555981
1.077436	|29.557148
1.077548	|29.558315
1.077660	|29.559482
1.077772	|29.560649
1.077884	|29.561816
1.077996	|29.562982
1.078108	|29.564149
1.078220	|29.565316
1.078332	|29.566483
1.078444	|29.567650
1.078556	|29.568817
1.078668	|29.569984
1.078780	|29.571151
1.078892	|29.572317
1.079004	|29.573484
1.079116	|29.574651
1.079228	|29.575818
1.079340	|29.576985
1.079452	|29.578152
1.079564	|29.579318
1.079676	|29.580485
1.079788	|29.581652
1.079900	|29.582819
1.080012	|29.583985
1.080124	|29.585152
1.080236	|29.586319
1.080348	|29.587486
1.080460	|29.588653
1.080572	|29.589819
1.080684	|29.590986
1.080796	|29.592153
1.080908	|29.593319
1.081020	|29.594486
1.081132	|29.595653
1.081244	|29.596820
1.081356	|29.597986
1.081468	|29.599153
1.081580	|29.600320
1.081692	|29.601486
1.081804	|29.602653
1.081916	|29.603820
1.082028	|29.604986
1.082140	|29.606153
1.082252	|29.607320
1.082364	|29.608486
1.082476	|29.609653
1.082588	|29.610819
1.082700	|29.611986
1.082812	|29.613153
1.082924	|29.614319
1.083036	|29.615486
1.083148	|29.616652
1.083260	|29.617819
1.083372	|29.618986
1.083484	|29.620152
1.083596	|29.621319
1.083708	|29.622485
1.083820	|29.623652
1.083932	|29.624818
1.084044	|29.625985
1.084156	|29.627151
1.084268	|29.628318
1.084380	|29.629484
1.084492	|29.630651
1.084604	|29.631817
1.084716	|29.632984
1.084828	|29.634150
1.084940	|29.635317
1.085053	|29.636483
1.085165	|29.637650
1.085277	|29.638816
1.085389	|29.639983
1.085501	|29.641149
1.085613	|29.642316
1.085725	|29.643482
1.085837	|29.644649
1.085949	|29.645815
1.086061	|29.646981
1.086173	|29.648148
1.086285	|29.649314
1.086397	|29.650481
1.086509	|29.651647
1.086621	|29.652813
1.086733	|29.653980
1.086845	|29.655146
1.086957	|29.656312
1.087069	|29.657479
1.087181	|29.658645
1.087293	|29.659811
1.087405	|29.660978
1.087517	|29.662144
1.087629	|29.663310
1.087741	|29.664477
1.087853	|29.665643
1.087965	|29.666809
1.088077	|29.667976
1.088189	|29.669142
1.088301	|29.670308
1.088413	|29.671474
1.088525	|29.672641
1.088637	|29.673807
1.088749	|29.674973
1.088861	|29.676139
1.088973	|29.677306
1.089085	|29.678472
1.089197	|29.679638
1.089309	|29.680804
1.089421	|29.681971
1.089533	|29.683137
1.089645	|29.684303
1.089757	|29.685469
1.089869	|29.686635
1.089981	|29.687801
1.090093	|29.688968
1.090205	|29.690134
1.090317	|29.691300
1.090429	|29.692466
1.090541	|29.693632
1.090653	|29.694798
1.090765	|29.695964
1.090877	|29.697131
1.090989	|29.698297
1.091101	|29.699463
1.091213	|29.700629
1.091325	|29.701795
1.091437	|29.702961
1.091549	|29.704127
1.091661	|29.705293
1.091773	|29.706459
1.091885	|29.707625
1.091997	|29.708791
1.092109	|29.709957
1.092221	|29.711123
1.092333	|29.712290
1.092445	|29.713456
1.092557	|29.714622
1.092669	|29.715788
1.092781	|29.716954
1.092893	|29.718120
1.093005	|29.719286
1.093117	|29.720452
1.093229	|29.721618
1.093341	|29.722783
1.093453	|29.723949
1.093565	|29.725115
1.093677	|29.726281
1.093789	|29.727447
1.093901	|29.728613
1.094013	|29.729779
1.094125	|29.730945
1.094237	|29.732111
1.094349	|29.733277
1.094461	|29.734443
1.094573	|29.735609
1.094685	|29.736775
1.094797	|29.737940
1.094909	|29.739106
1.095022	|29.740272
1.095134	|29.741438
1.095246	|29.742604
1.095358	|29.743770
1.095470	|29.744936
1.095582	|29.746101
1.095694	|29.747267
1.095806	|29.748433
1.095918	|29.749599
1.096030	|29.750765
1.096142	|29.751931
1.096254	|29.753096
1.096366	|29.754262
1.096478	|29.755428
1.096590	|29.756594
1.096702	|29.757759
1.096814	|29.758925
1.096926	|29.760091
1.097038	|29.761257
1.097150	|29.762422
1.097262	|29.763588
1.097374	|29.764754
1.097486	|29.765920
1.097598	|29.767085
1.097710	|29.768251
1.097822	|29.769417
1.097934	|29.770582
1.098046	|29.771748
1.098158	|29.772914
1.098270	|29.774079
1.098382	|29.775245
1.098494	|29.776411
1.098606	|29.777576
1.098718	|29.778742
1.098830	|29.779908
1.098942	|29.781073
1.099054	|29.782239
1.099166	|29.783405
1.099278	|29.784570
1.099390	|29.785736
1.099502	|29.786901
1.099614	|29.788067
1.099726	|29.789233
1.099838	|29.790398
1.099950	|29.791564
1.100062	|29.792729
1.100174	|29.793895
1.100286	|29.795060
1.100398	|29.796226
1.100510	|29.797391
1.100622	|29.798557
1.100734	|29.799723
1.100846	|29.800888
1.100958	|29.802054
1.101070	|29.803219
1.101182	|29.804385
1.101294	|29.805550
1.101406	|29.806716
1.101518	|29.807881
1.101630	|29.809046
1.101742	|29.810212
1.101854	|29.811377
1.101966	|29.812543
1.102078	|29.813708
1.102190	|29.814874
1.102302	|29.816039
