#z [m]	|p [pa]
0.368853	|803100.745944
0.368965	|803100.804373
0.369077	|803100.862801
0.369189	|803100.921229
0.369301	|803100.979656
0.369413	|803101.038083
0.369525	|803101.096510
0.369637	|803101.154936
0.369749	|803101.213362
0.369861	|803101.271788
0.369973	|803101.330214
0.370085	|803101.388639
0.370197	|803101.447063
0.370309	|803101.505488
0.370421	|803101.563912
0.370533	|803101.622336
0.370645	|803101.680759
0.370757	|803101.739182
0.370869	|803101.797605
0.370981	|803101.856027
0.371093	|803101.914449
0.371205	|803101.972871
0.371317	|803102.031293
0.371429	|803102.089714
0.371541	|803102.148134
0.371653	|803102.206555
0.371765	|803102.264975
0.371877	|803102.323395
0.371989	|803102.381814
0.372101	|803102.440233
0.372213	|803102.498652
0.372325	|803102.557070
0.372437	|803102.615488
0.372549	|803102.673906
0.372661	|803102.732323
0.372773	|803102.790740
0.372885	|803102.849157
0.372997	|803102.907573
0.373109	|803102.965989
0.373221	|803103.024405
0.373333	|803103.082820
0.373445	|803103.141235
0.373557	|803103.199650
0.373669	|803103.258064
0.373781	|803103.316478
0.373893	|803103.374892
0.374005	|803103.433305
0.374117	|803103.491718
0.374229	|803103.550131
0.374341	|803103.608543
0.374453	|803103.666955
0.374565	|803103.725367
0.374677	|803103.783778
0.374789	|803103.842189
0.374901	|803103.900600
0.375014	|803103.959010
0.375126	|803104.017420
0.375238	|803104.075830
0.375350	|803104.134239
0.375462	|803104.192648
0.375574	|803104.251057
0.375686	|803104.309465
0.375798	|803104.367873
0.375910	|803104.426281
0.376022	|803104.484688
0.376134	|803104.543095
0.376246	|803104.601502
0.376358	|803104.659908
0.376470	|803104.718314
0.376582	|803104.776720
0.376694	|803104.835125
0.376806	|803104.893530
0.376918	|803104.951934
0.377030	|803105.010339
0.377142	|803105.068743
0.377254	|803105.127146
0.377366	|803105.185550
0.377478	|803105.243953
0.377590	|803105.302355
0.377702	|803105.360757
0.377814	|803105.419159
0.377926	|803105.477561
0.378038	|803105.535962
0.378150	|803105.594363
0.378262	|803105.652764
0.378374	|803105.711164
0.378486	|803105.769564
0.378598	|803105.827963
0.378710	|803105.886363
0.378822	|803105.944762
0.378934	|803106.003160
0.379046	|803106.061558
0.379158	|803106.119956
0.379270	|803106.178354
0.379382	|803106.236751
0.379494	|803106.295148
0.379606	|803106.353545
0.379718	|803106.411941
0.379830	|803106.470337
0.379942	|803106.528732
0.380054	|803106.587128
0.380166	|803106.645522
0.380278	|803106.703917
0.380390	|803106.762311
0.380502	|803106.820705
0.380614	|803106.879099
0.380726	|803106.937492
0.380838	|803106.995885
0.380950	|803107.054277
0.381062	|803107.112669
0.381174	|803107.171061
0.381286	|803107.229453
0.381398	|803107.287844
0.381510	|803107.346235
0.381622	|803107.404625
0.381734	|803107.463016
0.381846	|803107.521406
0.381958	|803107.579795
0.382070	|803107.638184
0.382182	|803107.696573
0.382294	|803107.754962
0.382406	|803107.813350
0.382518	|803107.871738
0.382630	|803107.930125
0.382742	|803107.988512
0.382854	|803108.046899
0.382966	|803108.105286
0.383078	|803108.163672
0.383190	|803108.222058
0.383302	|803108.280443
0.383414	|803108.338828
0.383526	|803108.397213
0.383638	|803108.455598
0.383750	|803108.513982
0.383862	|803108.572366
0.383974	|803108.630749
0.384086	|803108.689132
0.384198	|803108.747515
0.384310	|803108.805898
0.384422	|803108.864280
0.384534	|803108.922662
0.384646	|803108.981043
0.384758	|803109.039424
0.384870	|803109.097805
0.384982	|803109.156186
0.385095	|803109.214566
0.385207	|803109.272946
0.385319	|803109.331325
0.385431	|803109.389704
0.385543	|803109.448083
0.385655	|803109.506461
0.385767	|803109.564840
0.385879	|803109.623217
0.385991	|803109.681595
0.386103	|803109.739972
0.386215	|803109.798349
0.386327	|803109.856725
0.386439	|803109.915101
0.386551	|803109.973477
0.386663	|803110.031853
0.386775	|803110.090228
0.386887	|803110.148602
0.386999	|803110.206977
0.387111	|803110.265351
0.387223	|803110.323725
0.387335	|803110.382098
0.387447	|803110.440471
0.387559	|803110.498844
0.387671	|803110.557217
0.387783	|803110.615589
0.387895	|803110.673960
0.388007	|803110.732332
0.388119	|803110.790703
0.388231	|803110.849074
0.388343	|803110.907444
0.388455	|803110.965814
0.388567	|803111.024184
0.388679	|803111.082553
0.388791	|803111.140923
0.388903	|803111.199291
0.389015	|803111.257660
0.389127	|803111.316028
0.389239	|803111.374396
0.389351	|803111.432763
0.389463	|803111.491130
0.389575	|803111.549497
0.389687	|803111.607863
0.389799	|803111.666229
0.389911	|803111.724595
0.390023	|803111.782961
0.390135	|803111.841326
0.390247	|803111.899690
0.390359	|803111.958055
0.390471	|803112.016419
0.390583	|803112.074783
0.390695	|803112.133146
0.390807	|803112.191509
0.390919	|803112.249872
0.391031	|803112.308234
0.391143	|803112.366596
0.391255	|803112.424958
0.391367	|803112.483319
0.391479	|803112.541680
0.391591	|803112.600041
0.391703	|803112.658402
0.391815	|803112.716762
0.391927	|803112.775121
0.392039	|803112.833481
0.392151	|803112.891840
0.392263	|803112.950198
0.392375	|803113.008557
0.392487	|803113.066915
0.392599	|803113.125273
0.392711	|803113.183630
0.392823	|803113.241987
0.392935	|803113.300344
0.393047	|803113.358700
0.393159	|803113.417056
0.393271	|803113.475412
0.393383	|803113.533767
0.393495	|803113.592122
0.393607	|803113.650477
0.393719	|803113.708831
0.393831	|803113.767185
0.393943	|803113.825539
0.394055	|803113.883893
0.394167	|803113.942246
0.394279	|803114.000598
0.394391	|803114.058951
0.394503	|803114.117303
0.394615	|803114.175654
0.394727	|803114.234006
0.394839	|803114.292357
0.394951	|803114.350707
0.395064	|803114.409058
0.395176	|803114.467408
0.395288	|803114.525757
0.395400	|803114.584107
0.395512	|803114.642456
0.395624	|803114.700805
0.395736	|803114.759153
0.395848	|803114.817501
0.395960	|803114.875849
0.396072	|803114.934196
0.396184	|803114.992543
0.396296	|803115.050890
0.396408	|803115.109236
0.396520	|803115.167582
0.396632	|803115.225928
0.396744	|803115.284273
0.396856	|803115.342618
0.396968	|803115.400963
0.397080	|803115.459307
0.397192	|803115.517651
0.397304	|803115.575995
0.397416	|803115.634338
0.397528	|803115.692681
0.397640	|803115.751024
0.397752	|803115.809366
0.397864	|803115.867708
0.397976	|803115.926050
0.398088	|803115.984391
0.398200	|803116.042732
0.398312	|803116.101073
0.398424	|803116.159413
0.398536	|803116.217753
0.398648	|803116.276093
0.398760	|803116.334432
0.398872	|803116.392771
0.398984	|803116.451110
0.399096	|803116.509448
0.399208	|803116.567786
0.399320	|803116.626124
0.399432	|803116.684461
0.399544	|803116.742798
0.399656	|803116.801135
0.399768	|803116.859471
0.399880	|803116.917807
0.399992	|803116.976143
0.400104	|803117.034478
0.400216	|803117.092813
0.400328	|803117.151148
0.400440	|803117.209482
0.400552	|803117.267816
0.400664	|803117.326150
0.400776	|803117.384483
0.400888	|803117.442816
0.401000	|803117.501149
0.401112	|803117.559481
0.401224	|803117.617813
0.401336	|803117.676145
0.401448	|803117.734476
0.401560	|803117.792807
0.401672	|803117.851138
0.401784	|803117.909468
0.401896	|803117.967798
0.402008	|803118.026127
0.402120	|803118.084457
0.402232	|803118.142786
0.402344	|803118.201114
0.402456	|803118.259443
0.402568	|803118.317771
0.402680	|803118.376098
0.402792	|803118.434426
0.402904	|803118.492753
0.403016	|803118.551079
0.403128	|803118.609406
0.403240	|803118.667732
0.403352	|803118.726057
0.403464	|803118.784382
0.403576	|803118.842707
0.403688	|803118.901032
0.403800	|803118.959356
0.403912	|803119.017680
0.404024	|803119.076004
0.404136	|803119.134327
0.404248	|803119.192650
0.404360	|803119.250973
0.404472	|803119.309295
0.404584	|803119.367617
0.404696	|803119.425939
0.404808	|803119.484260
0.404920	|803119.542581
0.405033	|803119.600902
0.405145	|803119.659222
0.405257	|803119.717542
0.405369	|803119.775862
0.405481	|803119.834181
0.405593	|803119.892500
0.405705	|803119.950818
0.405817	|803120.009137
0.405929	|803120.067455
0.406041	|803120.125772
0.406153	|803120.184090
0.406265	|803120.242407
0.406377	|803120.300723
0.406489	|803120.359040
0.406601	|803120.417356
0.406713	|803120.475671
0.406825	|803120.533986
0.406937	|803120.592301
0.407049	|803120.650616
0.407161	|803120.708930
0.407273	|803120.767244
0.407385	|803120.825558
0.407497	|803120.883871
0.407609	|803120.942184
0.407721	|803121.000497
0.407833	|803121.058809
0.407945	|803121.117121
0.408057	|803121.175433
0.408169	|803121.233744
0.408281	|803121.292055
0.408393	|803121.350366
0.408505	|803121.408676
0.408617	|803121.466986
0.408729	|803121.525295
0.408841	|803121.583605
0.408953	|803121.641914
0.409065	|803121.700222
0.409177	|803121.758531
0.409289	|803121.816839
0.409401	|803121.875146
0.409513	|803121.933454
0.409625	|803121.991760
0.409737	|803122.050067
0.409849	|803122.108373
0.409961	|803122.166679
0.410073	|803122.224985
0.410185	|803122.283290
0.410297	|803122.341595
0.410409	|803122.399900
0.410521	|803122.458204
0.410633	|803122.516508
0.410745	|803122.574812
0.410857	|803122.633115
0.410969	|803122.691418
0.411081	|803122.749721
0.411193	|803122.808023
0.411305	|803122.866325
0.411417	|803122.924626
0.411529	|803122.982928
0.411641	|803123.041229
0.411753	|803123.099529
0.411865	|803123.157830
0.411977	|803123.216130
0.412089	|803123.274429
0.412201	|803123.332729
0.412313	|803123.391027
0.412425	|803123.449326
0.412537	|803123.507624
0.412649	|803123.565922
0.412761	|803123.624220
0.412873	|803123.682517
0.412985	|803123.740814
0.413097	|803123.799111
0.413209	|803123.857407
0.413321	|803123.915703
0.413433	|803123.973999
0.413545	|803124.032294
0.413657	|803124.090589
0.413769	|803124.148884
0.413881	|803124.207178
0.413993	|803124.265472
0.414105	|803124.323766
0.414217	|803124.382059
0.414329	|803124.440352
0.414441	|803124.498644
0.414553	|803124.556937
0.414665	|803124.615229
0.414777	|803124.673520
0.414889	|803124.731812
0.415002	|803124.790103
0.415114	|803124.848393
0.415226	|803124.906683
0.415338	|803124.964973
0.415450	|803125.023263
0.415562	|803125.081552
0.415674	|803125.139841
0.415786	|803125.198130
0.415898	|803125.256418
0.416010	|803125.314706
0.416122	|803125.372994
0.416234	|803125.431281
0.416346	|803125.489568
0.416458	|803125.547855
0.416570	|803125.606141
0.416682	|803125.664427
0.416794	|803125.722713
0.416906	|803125.780998
0.417018	|803125.839283
0.417130	|803125.897568
0.417242	|803125.955852
0.417354	|803126.014136
0.417466	|803126.072420
0.417578	|803126.130703
0.417690	|803126.188986
0.417802	|803126.247268
0.417914	|803126.305551
0.418026	|803126.363833
0.418138	|803126.422114
0.418250	|803126.480396
0.418362	|803126.538677
0.418474	|803126.596957
0.418586	|803126.655238
0.418698	|803126.713518
0.418810	|803126.771797
0.418922	|803126.830077
0.419034	|803126.888356
0.419146	|803126.946634
0.419258	|803127.004912
0.419370	|803127.063190
0.419482	|803127.121468
0.419594	|803127.179745
0.419706	|803127.238022
0.419818	|803127.296299
0.419930	|803127.354575
0.420042	|803127.412851
0.420154	|803127.471127
0.420266	|803127.529402
0.420378	|803127.587677
0.420490	|803127.645952
0.420602	|803127.704226
0.420714	|803127.762500
0.420826	|803127.820774
0.420938	|803127.879047
0.421050	|803127.937320
0.421162	|803127.995593
0.421274	|803128.053865
0.421386	|803128.112137
0.421498	|803128.170409
0.421610	|803128.228680
0.421722	|803128.286951
0.421834	|803128.345222
0.421946	|803128.403492
0.422058	|803128.461762
0.422170	|803128.520032
0.422282	|803128.578301
0.422394	|803128.636570
0.422506	|803128.694839
0.422618	|803128.753107
0.422730	|803128.811375
0.422842	|803128.869643
0.422954	|803128.927910
0.423066	|803128.986177
0.423178	|803129.044444
0.423290	|803129.102710
0.423402	|803129.160976
0.423514	|803129.219242
0.423626	|803129.277507
0.423738	|803129.335772
0.423850	|803129.394037
0.423962	|803129.452301
0.424074	|803129.510565
0.424186	|803129.568829
0.424298	|803129.627092
0.424410	|803129.685355
0.424522	|803129.743618
0.424634	|803129.801880
0.424746	|803129.860142
0.424858	|803129.918404
0.424970	|803129.976665
0.425083	|803130.034926
0.425195	|803130.093187
0.425307	|803130.151447
0.425419	|803130.209708
0.425531	|803130.267967
0.425643	|803130.326227
0.425755	|803130.384486
0.425867	|803130.442744
0.425979	|803130.501003
0.426091	|803130.559261
0.426203	|803130.617518
0.426315	|803130.675776
0.426427	|803130.734033
0.426539	|803130.792289
0.426651	|803130.850546
0.426763	|803130.908802
0.426875	|803130.967058
0.426987	|803131.025313
0.427099	|803131.083568
0.427211	|803131.141823
0.427323	|803131.200077
0.427435	|803131.258331
0.427547	|803131.316585
0.427659	|803131.374838
0.427771	|803131.433091
0.427883	|803131.491344
0.427995	|803131.549596
0.428107	|803131.607848
0.428219	|803131.666100
0.428331	|803131.724351
0.428443	|803131.782603
0.428555	|803131.840853
0.428667	|803131.899104
0.428779	|803131.957354
0.428891	|803132.015603
0.429003	|803132.073853
0.429115	|803132.132102
0.429227	|803132.190351
0.429339	|803132.248599
0.429451	|803132.306847
0.429563	|803132.365095
0.429675	|803132.423342
0.429787	|803132.481589
0.429899	|803132.539836
0.430011	|803132.598082
0.430123	|803132.656328
0.430235	|803132.714574
0.430347	|803132.772820
0.430459	|803132.831065
0.430571	|803132.889309
0.430683	|803132.947554
0.430795	|803133.005798
0.430907	|803133.064042
0.431019	|803133.122285
0.431131	|803133.180528
0.431243	|803133.238771
0.431355	|803133.297013
0.431467	|803133.355255
0.431579	|803133.413497
0.431691	|803133.471739
0.431803	|803133.529980
0.431915	|803133.588220
0.432027	|803133.646461
0.432139	|803133.704701
0.432251	|803133.762941
0.432363	|803133.821180
0.432475	|803133.879419
0.432587	|803133.937658
0.432699	|803133.995896
0.432811	|803134.054135
0.432923	|803134.112372
0.433035	|803134.170610
0.433147	|803134.228847
0.433259	|803134.287084
0.433371	|803134.345320
0.433483	|803134.403556
0.433595	|803134.461792
0.433707	|803134.520027
0.433819	|803134.578262
0.433931	|803134.636497
0.434043	|803134.694732
0.434155	|803134.752966
0.434267	|803134.811200
0.434379	|803134.869433
0.434491	|803134.927666
0.434603	|803134.985899
0.434715	|803135.044131
0.434827	|803135.102364
0.434939	|803135.160595
0.435052	|803135.218827
0.435164	|803135.277058
0.435276	|803135.335289
0.435388	|803135.393519
0.435500	|803135.451749
0.435612	|803135.509979
0.435724	|803135.568209
0.435836	|803135.626438
0.435948	|803135.684667
0.436060	|803135.742895
0.436172	|803135.801123
0.436284	|803135.859351
0.436396	|803135.917579
0.436508	|803135.975806
0.436620	|803136.034033
0.436732	|803136.092259
0.436844	|803136.150485
0.436956	|803136.208711
0.437068	|803136.266937
0.437180	|803136.325162
0.437292	|803136.383386
0.437404	|803136.441611
0.437516	|803136.499835
0.437628	|803136.558059
0.437740	|803136.616283
0.437852	|803136.674506
0.437964	|803136.732729
0.438076	|803136.790951
0.438188	|803136.849173
0.438300	|803136.907395
0.438412	|803136.965617
0.438524	|803137.023838
0.438636	|803137.082059
0.438748	|803137.140279
0.438860	|803137.198499
0.438972	|803137.256719
0.439084	|803137.314939
0.439196	|803137.373158
0.439308	|803137.431377
0.439420	|803137.489595
0.439532	|803137.547813
0.439644	|803137.606031
0.439756	|803137.664249
0.439868	|803137.722466
0.439980	|803137.780683
0.440092	|803137.838900
0.440204	|803137.897116
0.440316	|803137.955332
0.440428	|803138.013547
0.440540	|803138.071762
0.440652	|803138.129977
0.440764	|803138.188192
0.440876	|803138.246406
0.440988	|803138.304620
0.441100	|803138.362834
0.441212	|803138.421047
0.441324	|803138.479260
0.441436	|803138.537472
0.441548	|803138.595684
0.441660	|803138.653896
0.441772	|803138.712108
0.441884	|803138.770319
0.441996	|803138.828530
0.442108	|803138.886741
0.442220	|803138.944951
0.442332	|803139.003161
0.442444	|803139.061370
0.442556	|803139.119580
0.442668	|803139.177789
0.442780	|803139.235997
0.442892	|803139.294205
0.443004	|803139.352413
0.443116	|803139.410621
0.443228	|803139.468828
0.443340	|803139.527035
0.443452	|803139.585242
0.443564	|803139.643448
0.443676	|803139.701654
0.443788	|803139.759860
0.443900	|803139.818065
0.444012	|803139.876270
0.444124	|803139.934474
0.444236	|803139.992679
0.444348	|803140.050883
0.444460	|803140.109086
0.444572	|803140.167290
0.444684	|803140.225493
0.444796	|803140.283695
0.444908	|803140.341897
0.445021	|803140.400099
0.445133	|803140.458301
0.445245	|803140.516502
0.445357	|803140.574703
0.445469	|803140.632904
0.445581	|803140.691104
0.445693	|803140.749304
0.445805	|803140.807504
0.445917	|803140.865703
0.446029	|803140.923902
0.446141	|803140.982101
0.446253	|803141.040299
0.446365	|803141.098497
0.446477	|803141.156695
0.446589	|803141.214892
0.446701	|803141.273089
0.446813	|803141.331286
0.446925	|803141.389482
0.447037	|803141.447678
0.447149	|803141.505874
0.447261	|803141.564069
0.447373	|803141.622264
0.447485	|803141.680459
0.447597	|803141.738653
0.447709	|803141.796847
0.447821	|803141.855041
0.447933	|803141.913234
0.448045	|803141.971427
0.448157	|803142.029620
0.448269	|803142.087812
